gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,passes,direction
ENSG00000118454,ANKRD13C,816.7475042046985,0.2396978843674861,0.10921511771852206,2.194731731052606,0.02818284715487129,0.1588701969215236,False,not_passing
ENSG00000065882,TBC1D1,1659.6812133177884,-0.21513246040824685,0.09807929204107241,-2.193454458441201,0.028274652356960528,0.15912094024297316,False,not_passing
ENSG00000128203,ASPHD2,100.99282633728428,0.5246864683580686,0.23923992279213804,2.1931392646951275,0.028297346811887343,0.15912094024297316,False,not_passing
ENSG00000138399,FASTKD1,726.1025876665536,-0.2563373014908458,0.11687944680314624,-2.193176888684124,0.02829463699971041,0.15912094024297316,False,not_passing
ENSG00000164548,TRA2A,2244.373231418072,-0.23003996772758703,0.10489124661635633,-2.1931283605482053,0.028298132208739963,0.15912094024297316,False,not_passing
ENSG00000179965,ZNF771,164.47105815173734,0.5018133754044068,0.2287787932865204,2.1934435801308756,0.028275435351368866,0.15912094024297316,False,not_passing
ENSG00000198894,CIPC,587.3111206603439,0.30181048960606965,0.13759566777559307,2.1934592453760766,0.028274307810911163,0.15912094024297316,False,not_passing
ENSG00000258890,CEP95,1987.309435710671,-0.20578462167480993,0.09383880583688929,-2.1929586575569275,0.028310357887236626,0.1591233287834509,False,not_passing
ENSG00000205730,ITPRIPL2,2780.6348187213393,0.39069482368546143,0.17821031447383365,2.1923244164569757,0.028356089939854754,0.15931396531208394,False,not_passing
ENSG00000118689,FOXO3,2145.0414321169387,-0.21048750721439366,0.09603156252059535,-2.191857569424132,0.028389792670848336,0.15931435359885396,False,not_passing
ENSG00000152684,PELO,536.7099819668409,0.27884906990260533,0.12723138223307617,2.1916689499747752,0.02840341931560701,0.15931435359885396,False,not_passing
ENSG00000228638,FCF1P2,45.46402421473912,0.7725171534678565,0.3524668052417714,2.191744419557341,0.028397966406499903,0.15931435359885396,False,not_passing
ENSG00000263535,AK4P1,124.81449538692364,-0.6050869555268141,0.2760262998401787,-2.1921351547920036,0.028369749005689122,0.15931435359885396,False,not_passing
ENSG00000180357,ZNF609,1919.9895644826468,-0.21604124783091377,0.09858954083703622,-2.1913201542141225,0.028428632600113454,0.15938947275672757,False,not_passing
ENSG00000154358,OBSCN,1878.1738628849669,-0.19385383058569164,0.08847469351417397,-2.191065296593941,0.028447067597956895,0.15942654176677087,False,not_passing
ENSG00000106609,TMEM248,1198.4452751848878,0.27024697418865234,0.12337112587052816,2.190520450241032,0.02848651332865646,0.15958128197906263,False,not_passing
ENSG00000073417,PDE8A,1227.9799216435597,-0.2321629082108831,0.10601334388473949,-2.1899404330014978,0.028528557124506065,0.159750441971279,False,not_passing
ENSG00000067900,ROCK1,2270.4702262331857,-0.1889603771994734,0.08633248403564202,-2.1887517695131056,0.02861488698368583,0.15979126162001953,False,not_passing
ENSG00000116711,PLA2G4A,146.96489074332587,-0.45330134882856216,0.20708432732399037,-2.188969849559677,0.02859903150633826,0.15979126162001953,False,not_passing
ENSG00000165506,DNAAF2,348.83352588763245,0.29177575583266485,0.13330146734932807,2.1888412906066606,0.028608377450129584,0.15979126162001953,False,not_passing
ENSG00000188039,NWD1,44.24059941412468,0.7873796615945966,0.35966230556313283,2.1892193021500415,0.028580904371015257,0.15979126162001953,False,not_passing
ENSG00000197961,ZNF121,2267.743171437189,-0.19902216491529942,0.09089259161364677,-2.189641216979205,0.02855026733171003,0.15979126162001953,False,not_passing
ENSG00000198663,C6orf89,1670.8635611291554,0.26081904762573244,0.11914697834266383,2.1890529768671363,0.02859298973992113,0.15979126162001953,False,not_passing
ENSG00000249550,LINC01234,483.6592981948477,-0.26997517149587985,0.12334966976623836,-2.188697967392321,0.028618799822926963,0.15979126162001953,False,not_passing
ENSG00000100836,PABPN1,1916.2353950042143,0.20621522048895635,0.0942503106738924,2.1879526869939383,0.028673048867866216,0.16002789359863745,False,not_passing
ENSG00000198841,KTI12,272.3160807684149,0.3954588276071115,0.18075838944695868,2.1877757863247282,0.02868593848452925,0.16003359310111395,False,not_passing
ENSG00000115020,PIKFYVE,1414.258627577826,-0.23330776389204289,0.10667242415872852,-2.187142232231275,0.028732142450428686,0.1602250656747644,False,not_passing
ENSG00000107771,CCSER2,762.3082404197808,-0.24539578352364688,0.11225234365718503,-2.1861083299345405,0.02880768071292088,0.16045219794447665,False,not_passing
ENSG00000141452,RMC1,492.9730874718808,0.37490233801052925,0.17149757158062834,2.1860504178292204,0.028811916899907572,0.16045219794447665,False,not_passing
ENSG00000173227,SYT12,167.1094765979193,0.42335356995416695,0.1936717510963517,2.1859335063457372,0.02882047044063501,0.16045219794447665,False,not_passing
ENSG00000173918,C1QTNF1,108.75902102081454,0.6053066864800365,0.2769021054382005,2.185995247389442,0.02881595303685776,0.16045219794447665,False,not_passing
ENSG00000106993,CDC37L1,377.6602496579262,0.3054210611610287,0.13977745705863778,2.185052350987485,0.02888500836672352,0.16054635318091506,False,not_passing
ENSG00000162645,GBP2,58.43381795273501,1.0104921009144614,0.46239049181511854,2.185365224418358,0.02886207853692063,0.16054635318091506,False,not_passing
ENSG00000164758,MED30,343.1979719313479,-0.32719513997562627,0.1497335506164185,-2.185182536770412,0.028875465422487718,0.16054635318091506,False,not_passing
ENSG00000213928,IRF9,62.98652773275859,-0.6365040007810039,0.2912661141109727,-2.185300554868168,0.02886681674579034,0.16054635318091506,False,not_passing
ENSG00000015479,MATR3,7004.377014677705,-0.16786103387886878,0.07683462594907295,-2.184705551766848,0.02891044286997041,0.1605939523063791,False,not_passing
ENSG00000072571,HMMR,1369.8069650229065,-0.41937203494582787,0.19198073129315274,-2.1844485752346197,0.028929302147151798,0.1605939523063791,False,not_passing
ENSG00000110395,CBL,3300.750212253932,-0.18485440737417488,0.08461719018834948,-2.184596380034687,0.028918453591972662,0.1605939523063791,False,not_passing
ENSG00000131797,CLUHP3,270.5032719093426,0.35762094641702635,0.16374422113352685,2.1840217867927123,0.028960647168670244,0.16070179688162534,False,not_passing
ENSG00000100580,TMED8,1678.8582374029647,-0.23175896952265376,0.10612378338830847,-2.183855137115158,0.028972894510485854,0.160703623850017,False,not_passing
ENSG00000160049,DFFA,1701.0027473579341,0.22361704858689166,0.10240792728590309,2.1835911976091085,0.028992300954092526,0.1607451422964571,False,not_passing
ENSG00000213300,HNRNPA3P6,195.07361319551924,-0.375332022299384,0.17191879546373207,-2.183193648413875,0.029021552315714152,0.16084118841968337,False,not_passing
ENSG00000137710,RDX,2529.990984986092,-0.24381352653374383,0.1116883623623107,-2.1829805843407986,0.02903723985794151,0.16086201406922077,False,not_passing
ENSG00000160961,ZNF333,321.39995189824424,-0.35222093690127326,0.16140076292350092,-2.1822755389837614,0.029089203185706673,0.16108370256922744,False,not_passing
ENSG00000161265,U2AF1L4,61.42415971656135,-0.5936144163238802,0.2721342375393259,-2.181329411879303,0.029159060492463237,0.16140425766846234,False,not_passing
ENSG00000186212,SOWAHB,147.32318257084447,0.48611500196341006,0.2229435313266254,2.1804400382051137,0.029224859000069176,0.16170209222689075,False,not_passing
ENSG00000105499,PLA2G4C,31.788020788254837,0.871722215089602,0.40003478092713307,2.179116058531889,0.02932304760165008,0.16204589092649574,False,not_passing
ENSG00000205544,TMEM256,194.6840930918208,-0.3755365058555941,0.17232657748715274,-2.1792140906621964,0.029315767653624043,0.16204589092649574,False,not_passing
ENSG00000254548,ENSG00000254548,32.02282954145425,0.9029030842898085,0.4143085137645843,2.1793013039622213,0.029309292428110017,0.16204589092649574,False,not_passing
ENSG00000038002,AGA,98.10462604360164,-0.47583855847812156,0.2184439240463529,-2.1783098822979876,0.02938297393414877,0.16217765883260826,False,not_passing
ENSG00000160211,G6PD,1810.981228433299,0.25928458521790093,0.11901437168204888,2.1785989503065135,0.02936147423756845,0.16217765883260826,False,not_passing
ENSG00000197714,ZNF460,307.0795039534815,-0.33666168126805307,0.1545502206292563,-2.178331935712055,0.02938133321429786,0.16217765883260826,False,not_passing
ENSG00000074800,ENO1,57812.55633768538,-0.686906760241009,0.315452853700944,-2.177525903418237,0.029441351265348904,0.16236876597102,False,not_passing
ENSG00000105289,TJP3,2165.71075984289,-0.23615213585891343,0.10845953486959792,-2.177329417306111,0.029455997815130336,0.16236876597102,False,not_passing
ENSG00000128581,IFT22,211.57002133743194,0.3588685207324367,0.16483041420557698,2.177198440360981,0.02946576463446203,0.16236876597102,False,not_passing
ENSG00000205213,LGR4,227.56623672870327,-0.3931620112121236,0.1805607131074015,-2.1774504788218363,0.029446972856074047,0.16236876597102,False,not_passing
ENSG00000105700,KXD1,2753.4176818651736,-0.2515949395755743,0.11560769980383714,-2.1762818566797884,0.029534191348836412,0.16267934483158095,False,not_passing
ENSG00000248544,ENSG00000248544,39.1950741750906,-0.7705474821137189,0.35419854768870557,-2.175467649830484,0.0295950897991467,0.16294822002927484,False,not_passing
ENSG00000054690,PLEKHH1,1687.578470934717,-0.24043823557839264,0.11058555803973054,-2.174228170843153,0.02968800372799552,0.16319325000745682,False,not_passing
ENSG00000141458,NPC1,2094.5836271412977,-0.18789732069580983,0.08640271198275966,-2.1746692480358933,0.02965491095291836,0.16319325000745682,False,not_passing
ENSG00000147536,GINS4,434.9289677528045,0.30224021570433146,0.13899067260812883,2.1745359600961813,0.029664907824034248,0.16319325000745682,False,not_passing
ENSG00000173801,JUP,11831.722328240845,-0.1725070301047414,0.07934165856353448,-2.1742301992162516,0.029687851472242194,0.16319325000745682,False,not_passing
ENSG00000015171,ZMYND11,901.8654315020121,0.3731277515200208,0.17164459979568955,2.173839153484344,0.02971721695117995,0.16320411156834994,False,not_passing
ENSG00000108448,TRIM16L,171.42179109252768,0.4191911384980422,0.1928512813669079,2.1736497446470833,0.029731449535793354,0.16320411156834994,False,not_passing
ENSG00000177853,ZNF518A,3322.7590041551425,-0.18486057144967738,0.08504977832238769,-2.1735573577740466,0.029738393809213573,0.16320411156834994,False,not_passing
ENSG00000255423,EBLN2,55.99600856390516,-0.6741013428277859,0.31009095590168767,-2.1738826302354504,0.029713950842085838,0.16320411156834994,False,not_passing
ENSG00000074054,CLASP1,1961.556970934185,-0.216641090006306,0.0996903539134059,-2.1731399428523153,0.029769786253612415,0.16330992589247756,False,not_passing
ENSG00000162415,ZSWIM5,117.97720512336618,-0.4719507956261224,0.21720834702365585,-2.1728022983146356,0.02979520026364418,0.1633164554288529,False,not_passing
ENSG00000196542,SPTSSB,59.47940370351599,0.6475796366065472,0.2980187949615205,2.1729489802485817,0.02978415743852364,0.1633164554288529,False,not_passing
ENSG00000144659,SLC25A38,509.99879919692575,0.2582254149675145,0.11891041188939776,2.171596337650381,0.029886123509112333,0.16374826875126805,False,not_passing
ENSG00000007202,BLTP2,4980.906401106087,0.18641511982437134,0.08586402756399902,2.1710502653212513,0.0299273729554934,0.16384112745914453,False,not_passing
ENSG00000188559,RALGAPA2,924.532761760661,-0.22026122230299003,0.10144660315947272,-2.1712035242495236,0.029915791079209372,0.16384112745914453,False,not_passing
ENSG00000106638,TBL2,1118.8875426732864,-0.21770772419386578,0.10033643194504957,-2.1697774175694824,0.030023711911992476,0.16430183905085494,False,not_passing
ENSG00000147202,DIAPH2,619.1819457676816,-0.3095985177300013,0.14270781641731134,-2.1694573254814733,0.03004798085878114,0.16436794073014396,False,not_passing
ENSG00000164104,HMGB2,5624.788290007437,-0.3406831619741835,0.1570718693705696,-2.168963566419596,0.03008545006300162,0.1645061673355693,False,not_passing
ENSG00000112379,ARFGEF3,1699.7557258974148,-0.7842305592565544,0.36167943549075277,-2.1683028734892096,0.030135649954843524,0.16469547763896386,False,not_passing
ENSG00000214087,ARL16,654.6839861252539,0.3052417293912984,0.14078204543259118,2.1681864931949244,0.03014450006029092,0.16469547763896386,False,not_passing
ENSG00000059573,ALDH18A1,2150.6725070559237,-0.20450547420585882,0.09435015138701579,-2.167516121590477,0.030195521772069744,0.1648580660426588,False,not_passing
ENSG00000074527,NTN4,81.7033782475646,0.5839887428420467,0.26943961473592704,2.167419751599644,0.030202862550391847,0.1648580660426588,False,not_passing
ENSG00000164086,DUSP7,757.6007471574821,0.22147440807624114,0.10219600235923905,2.1671533422385254,0.030223163694560403,0.1648580660426588,False,not_passing
ENSG00000234449,,117.40751674407403,0.47226633959699443,0.21791891523700538,2.1671654297809098,0.030222242335894517,0.1648580660426588,False,not_passing
ENSG00000132570,PCBD2,337.76987497289605,0.31440386512754903,0.14509471239392244,2.166887131448068,0.03024346141822714,0.16490207592534362,False,not_passing
ENSG00000155130,,1591.5875982762261,-0.3216305681012517,0.14846128366646993,-2.166427233808784,0.030278554743450814,0.16502669044490328,False,not_passing
ENSG00000168434,COG7,677.3271053905924,-0.27887390965665565,0.12876734113007515,-2.165719251552685,0.03033264700357408,0.16525471199846178,False,not_passing
ENSG00000132432,SEC61G,889.4519331800598,-0.2693006209442321,0.1243616201790742,-2.165464076106868,0.03035216362262318,0.1652685171244861,False,not_passing
ENSG00000207770,,51.934535738827776,-0.633982001360861,0.2927828842780774,-2.165365652859413,0.030359694224069415,0.1652685171244861,False,not_passing
ENSG00000132153,DHX30,2706.7719158010054,0.17961272841287468,0.08296503594478105,2.164920756888713,0.030393754324030846,0.1653871603330234,False,not_passing
ENSG00000087842,PIR,288.3450071353505,0.415000640073069,0.191727803267251,2.1645303028616882,0.03042367352941635,0.16548318429634934,False,not_passing
ENSG00000085276,MECOM,60.77118766845558,0.671349911064858,0.3102242837173855,2.164079172075575,0.030458273695049158,0.1656001819559611,False,not_passing
ENSG00000260401,ENSG00000260401,48.71027018447936,-0.7802599359809721,0.3605754562034629,-2.163929692265834,0.03046974573069857,0.1656001819559611,False,not_passing
ENSG00000136811,ODF2,1724.3403061750998,-0.23971714473961986,0.1108097987618653,-2.16332082016304,0.03051651282364239,0.16578753380902256,False,not_passing
ENSG00000121988,ZRANB3,260.0022426066751,-0.3206290801371203,0.1482226958923277,-2.163157795821178,0.03052904508246537,0.1657888215432795,False,not_passing
ENSG00000128965,CHAC1,121.71807752705179,-0.45237687197469834,0.20917981112581527,-2.162622050091667,0.030570260893478956,0.16589442251102066,False,not_passing
ENSG00000196754,S100A2,148.72094283276746,0.4207544562901083,0.1945608685392247,2.162585207648174,0.030573096999398277,0.16589442251102066,False,not_passing
ENSG00000108256,NUFIP2,5655.236454395429,-0.2506820503415282,0.11594841388317342,-2.162013622662478,0.0306171261749791,0.16601654464953478,False,not_passing
ENSG00000148356,LRSAM1,805.319442330111,-0.22982262000214018,0.10630224274183019,-2.161973389030902,0.030620227420898323,0.16601654464953478,False,not_passing
ENSG00000028310,BRD9,1274.8698760454163,0.23313853658481093,0.10787791306730467,2.1611331731951156,0.030685053713301512,0.16630115123398617,False,not_passing
ENSG00000158050,DUSP2,186.02390551710928,0.47621376733215853,0.22054797970623613,2.1592297873980173,0.030832344204094666,0.1670322737035004,False,not_passing
ENSG00000011451,WIZ,1255.8131100652183,0.2103712087360831,0.09745887198565159,2.158563960878339,0.03088401124202851,0.16709330669754047,False,not_passing
ENSG00000171940,ZNF217,2224.824944960765,-0.2738035366298792,0.12683204273025628,-2.1587883529732217,0.0308665904885345,0.16709330669754047,False,not_passing
ENSG00000198964,SGMS1,516.367543064929,0.3168803454204116,0.14680948974829436,2.1584459285547863,0.030893178107161703,0.16709330669754047,False,not_passing
ENSG00000255517,DPP3-DT,41.123427644840625,0.7049851208632478,0.32660538577386017,2.1585226440551586,0.03088721980707527,0.16709330669754047,False,not_passing
ENSG00000242485,MRPL20,695.2681574912531,0.2353954800744835,0.10909004578448278,2.1578089768110327,0.030942686665749168,0.1671151924101764,False,not_passing
ENSG00000246089,MCPH1-DT,83.42369759093083,0.5449075530523838,0.2525151157331087,2.1579205326793742,0.03093401080948178,0.1671151924101764,False,not_passing
ENSG00000253540,FAM86HP,64.99529826586532,0.8057301085136875,0.37339219046231453,2.1578654537902224,0.030938294110886302,0.1671151924101764,False,not_passing
ENSG00000259605,ENSG00000259605,30.585922028986165,0.8475944793897671,0.3928129203343858,2.1577561111489003,0.030946798831816256,0.1671151924101764,False,not_passing
ENSG00000139505,MTMR6,495.2297643626136,0.30029197274542485,0.13918372031485174,2.1575222451744014,0.030964995771611638,0.16714651840849132,False,not_passing
ENSG00000239900,ADSL,1326.7177770550516,-0.19174319828182582,0.0889106809132834,-2.156582272368798,0.03103822704068842,0.16747477127516713,False,not_passing
ENSG00000005001,PRSS22,490.62960250595853,0.4462845560703078,0.20702748540135782,2.1556778086982495,0.031108832151620303,0.16765447351416793,False,not_passing
ENSG00000109458,GAB1,230.5362808524845,-0.3627394895811145,0.1682596632741219,-2.1558315434766673,0.031096821445378592,0.16765447351416793,False,not_passing
ENSG00000131871,SELENOS,637.1055279483038,0.37747470713076414,0.1750842955716417,2.1559598243710414,0.031086802399226513,0.16765447351416793,False,not_passing
ENSG00000129480,DTD2,189.15481122550398,0.4024461963506894,0.18675537645000764,2.1549376730175145,0.03116671184032121,0.1677688010342971,False,not_passing
ENSG00000159788,RGS12,620.5619931207434,-0.2508644257400114,0.1164142291041363,-2.1549292356315397,0.031167372188587526,0.1677688010342971,False,not_passing
ENSG00000198740,ZNF652,1770.2627951903967,-0.238225600347211,0.11054693129509865,-2.1549725311802774,0.03116398380895742,0.1677688010342971,False,not_passing
ENSG00000179912,R3HDM2,657.4489242097839,0.26948506779845044,0.1251150685236744,2.1538977756900497,0.031248189446330635,0.16811905063907412,False,not_passing
ENSG00000189057,FAM111B,162.67537714762773,0.39005902013478966,0.18110433676280902,2.153780671998192,0.03125737614596253,0.16811905063907412,False,not_passing
ENSG00000134317,GRHL1,261.1084590284854,0.3251384050427101,0.15098159520436394,2.15349695174841,0.03127964340311332,0.16817173510669062,False,not_passing
ENSG00000123416,TUBA1B,15680.410681306037,-0.2456100999675887,0.11407164679433887,-2.1531213659990556,0.031309141486977644,0.16826323786783842,False,not_passing
ENSG00000054654,SYNE2,3113.6222098530075,-0.18268565419239158,0.0849463781903587,-2.1505996851685216,0.03150781020478765,0.16914332839240256,False,not_passing
ENSG00000101928,MOSPD1,1261.5875300782582,0.23299069764493816,0.10833928537030466,2.1505652067813985,0.03151053403453836,0.16914332839240256,False,not_passing
ENSG00000165914,TTC7B,831.788664814659,-0.22673114348463244,0.10541845698239612,-2.150772739184509,0.03149414180153595,0.16914332839240256,False,not_passing
ENSG00000096696,DSP,10770.96733126996,-0.23991114538739908,0.111577782062271,-2.150169513617916,0.03154180868407142,0.1692438313951528,False,not_passing
ENSG00000111644,ACRBP,42.33962545513272,-0.7537868765748952,0.350606607312389,-2.1499505738158384,0.031559124605195325,0.16926938590948837,False,not_passing
ENSG00000186350,RXRA,1865.568579796293,0.2534769754396574,0.11790910024919223,2.1497660053715313,0.03157372843319885,0.16928037940089594,False,not_passing
ENSG00000172663,TMEM134,482.65547963534095,0.2927138801545819,0.13620171464007055,2.1491203758198902,0.0316248589535088,0.1694722765819645,False,not_passing
ENSG00000237512,UNC5B-AS1,49.28463879840094,0.7543192231042553,0.35100994092022275,2.148996752418748,0.03163465738332873,0.1694722765819645,False,not_passing
ENSG00000147164,SNX12,564.457340629395,0.2537476472242378,0.11809696616552845,2.1486381527242377,0.031663094839451525,0.16948994474599618,False,not_passing
ENSG00000204856,FAM216A,181.063107150341,-0.4621731874497428,0.2150969691984589,-2.1486736385547087,0.03166027978657925,0.16948994474599618,False,not_passing
ENSG00000106133,NSUN5P2,455.45429108834946,0.2581169840916425,0.12016875850731144,2.1479541546227914,0.03171739763330732,0.1696459300624815,False,not_passing
ENSG00000161888,SPC24,629.7010399865674,-0.3132160667690457,0.1458200438683737,-2.1479630540488257,0.03171669059303431,0.1696459300624815,False,not_passing
ENSG00000143499,SMYD2,629.9514078244085,-0.2664941795784136,0.12412559154213527,-2.1469720809987063,0.031795504357508574,0.16999626516916955,False,not_passing
ENSG00000213965,NUDT19,690.6968430233868,0.2512641375365862,0.11705748394710021,2.1465021207028143,0.031832939758406106,0.170128957472195,False,not_passing
ENSG00000109674,NEIL3,371.83557409091236,-0.43742102490454554,0.20382932113645358,-2.1460161985807424,0.03187168635263514,0.1702685494369779,False,not_passing
ENSG00000114268,PFKFB4,2000.2162773366797,-1.3695156567397386,0.6384318911488911,-2.145124132623175,0.031942923411478585,0.17058153634866427,False,not_passing
ENSG00000122687,MRM2,549.7256955430813,0.30360408146737283,0.1416004690374966,2.1440895184250897,0.03202571475181255,0.1707313751445077,False,not_passing
ENSG00000144747,TMF1,1899.2225697831007,-0.1998467119184675,0.09318661243232398,-2.1445860805768056,0.03198595619671676,0.1707313751445077,False,not_passing
ENSG00000173548,SNX33,1106.560114221169,-0.28248555627705807,0.13175739982052376,-2.1439824758370456,0.03203429094598075,0.1707313751445077,False,not_passing
ENSG00000176834,VSIG10,1242.0450983486382,0.21117836338291518,0.09849674978268909,2.1440135217540957,0.03203180336127545,0.1707313751445077,False,not_passing
ENSG00000214654,B3GALT9,77.31017668127129,0.5534204442518401,0.25811342999696896,2.144097826518903,0.032025049194145665,0.1707313751445077,False,not_passing
ENSG00000173039,RELA,3043.4797588975184,-0.20586196576097812,0.09603977090307433,-2.143507463889507,0.032072372399893787,0.17086679946272929,False,not_passing
ENSG00000103507,BCKDK,1176.9895277866567,-0.28577318812037217,0.13334072563805488,-2.1431800881006584,0.03209864052168486,0.17093920568499157,False,not_passing
ENSG00000125354,SEPTIN6,298.12941381029646,-0.3442700460382176,0.16072769744306584,-2.1419459838909685,0.032197828948587415,0.17139973373184078,False,not_passing
ENSG00000120370,GORAB,253.3900389381145,-0.3608311277115096,0.1685532977025398,-2.140753889895994,0.032293890176881855,0.17184325775259468,False,not_passing
ENSG00000036672,USP2,185.99965716619155,-0.4434723323169553,0.20725305152849127,-2.1397626189160874,0.0323739555955615,0.17212954702742003,False,not_passing
ENSG00000068438,FTSJ1,1054.1009795179227,0.21043658375762572,0.0983671073910241,2.1392982810921595,0.032411518829918384,0.17212954702742003,False,not_passing
ENSG00000163486,,1422.129345182727,-0.19559758072255978,0.09140701566582746,-2.139853044077491,0.032366644870667954,0.17212954702742003,False,not_passing
ENSG00000166128,RAB8B,569.9650916723897,-0.2804753071398591,0.13109053729928077,-2.13955418078371,0.032390812863404644,0.17212954702742003,False,not_passing
ENSG00000197106,SLC6A17,522.08457199578,0.27389740058660833,0.128023377051591,2.139432710607476,0.032400640134806986,0.17212954702742003,False,not_passing
ENSG00000161036,LRWD1,642.5363102096757,0.2377440823800785,0.11114562224872881,2.1390323574601933,0.032433047890899465,0.17217606998460172,False,not_passing
ENSG00000156587,UBE2L6,211.4457397017461,0.3924679597518775,0.18352787343467963,2.1384651410542435,0.03247901042039229,0.17235221428908684,False,not_passing
ENSG00000266714,MYO15B,1282.8725083654024,-0.19752922036446424,0.09238004534271747,-2.138223894907797,0.03249857591986139,0.17238819736562194,False,not_passing
ENSG00000129991,TNNI3,207.36828093025554,-0.36926702731630867,0.17271149962942095,-2.1380569800426015,0.032512118926237815,0.17239221848265462,False,not_passing
ENSG00000137822,TUBGCP4,894.1679131377338,-0.23726181686300318,0.11100077051418668,-2.137479008154087,0.03255905131037267,0.17250540191318864,False,not_passing
ENSG00000272636,DOC2B,78.46609190081259,0.5199087013871834,0.24322244383696756,2.137585221105989,0.032550422273147174,0.17250540191318864,False,not_passing
ENSG00000108384,RAD51C,524.0792886648146,0.25274418781403274,0.11831033824093377,2.1362815082087785,0.03265647520693616,0.17293267926602818,False,not_passing
ENSG00000184402,SS18L1,1154.0965916118726,0.19724301008272224,0.09233477136991057,2.136172615758471,0.032665346639763705,0.17293267926602818,False,not_passing
ENSG00000068137,PLEKHH3,1404.029083405143,-0.19961493946693626,0.09346640855661899,-2.135686419854421,0.03270498204804855,0.17307455962946888,False,not_passing
ENSG00000219507,FTH1P8,194.35411907282707,0.48689377299866754,0.22800172487183307,2.135482848966892,0.03272158967548626,0.1730945136070054,False,not_passing
ENSG00000132434,LANCL2,377.0626380263797,0.28877929377084666,0.135242208995938,2.1352748961644075,0.032738562242437756,0.17311638167726695,False,not_passing
ENSG00000185504,FAAP100,1011.3274417941637,0.24970716193749287,0.11696267065012578,2.134930405996371,0.03276669522233234,0.17319722398194012,False,not_passing
ENSG00000112249,ASCC3,1778.4735501834627,0.1951925357348807,0.09147512044087945,2.133831962112955,0.03285653852868827,0.1735473394180714,False,not_passing
ENSG00000172954,LCLAT1,561.9024487424969,-0.2572522700561983,0.12056029632802076,-2.1338058871078553,0.032858673801122534,0.1735473394180714,False,not_passing
ENSG00000136527,TRA2B,3499.888670516755,-0.22107329772020676,0.10364981145463507,-2.1328866364312202,0.03293402685792815,0.17380916561733978,False,not_passing
ENSG00000149273,RPS3,21738.705456893233,-0.1787022303847125,0.08378415872586362,-2.132888043543108,0.03293391140082947,0.17380916561733978,False,not_passing
ENSG00000117118,SDHB,1568.925713029048,-0.19678815061673383,0.09229874244266398,-2.1320783513272534,0.03300040599446336,0.17409134367345228,False,not_passing
ENSG00000167191,GPRC5B,202.55592653723696,-0.4523180561926154,0.21220967639747323,-2.131467630841744,0.033050636375504254,0.17422000816548058,False,not_passing
ENSG00000174446,SNAPC5,180.41260245820183,0.3617052242820377,0.16969237295949582,2.1315349533615975,0.03304509604271892,0.17422000816548058,False,not_passing
ENSG00000103528,SYT17,353.5414800676169,-0.3539633986622862,0.16608074892878508,-2.131272895536283,0.03306666666910422,0.17422218742268583,False,not_passing
ENSG00000109118,PHF12,1006.4276416954508,0.1984885249750283,0.09314372689786111,2.1309918722995214,0.03308981177614198,0.17422218742268583,False,not_passing
ENSG00000140650,PMM2,619.6305023884341,0.2722033181860117,0.1277275544799103,2.1311244804959086,0.03307888842217416,0.17422218742268583,False,not_passing
ENSG00000077238,IL4R,1270.0409106937689,0.1984368979364853,0.09321955357043818,2.128704658369161,0.033278703192446024,0.17495294833978028,False,not_passing
ENSG00000102144,PGK1,15974.592905564177,-0.8853959623837803,0.4158901300155753,-2.1289179484750496,0.03326104953275589,0.17495294833978028,False,not_passing
ENSG00000103415,HMOX2,745.3533938926934,0.23022241117208303,0.10813157259277247,2.129095190718341,0.03324638559056417,0.17495294833978028,False,not_passing
ENSG00000130477,UNC13A,3597.343234204121,0.1674899127548367,0.07868241530614346,2.1286829096838775,0.0332805037445518,0.17495294833978028,False,not_passing
ENSG00000174231,PRPF8,14486.198006965997,-0.1928859857945655,0.09061985658893514,-2.1285178884085463,0.033294168408527614,0.17495657319586372,False,not_passing
ENSG00000198205,ZXDA,180.60257749857772,-0.3586257698021996,0.16851384589937354,-2.1281679727157234,0.03332315922475868,0.17502392538071965,False,not_passing
ENSG00000234771,SLC25A25-AS1,249.55102407694415,0.4014932463426956,0.18866721337829717,2.1280499094331793,0.03333294574144824,0.17502392538071965,False,not_passing
ENSG00000155380,SLC16A1,2301.1923606468986,0.17793267403323207,0.08366171237528533,2.1268112853711507,0.03343576624813127,0.17549547376014094,False,not_passing
ENSG00000005339,CREBBP,3016.982366788943,0.19406522518636082,0.0912655659192888,2.126379464495771,0.0334716762403773,0.17561559627441536,False,not_passing
ENSG00000165912,PACSIN3,836.5083295477334,0.2405679103308727,0.1131715681996146,2.1256921164735783,0.03352890378729407,0.17584742849781146,False,not_passing
ENSG00000005073,HOXA11,136.91314868938798,0.42214612889203074,0.19872026614821578,2.124323487857914,0.033643102993824066,0.17596871008296977,False,not_passing
ENSG00000064419,TNPO3,1786.7350234546311,-0.18325650873416321,0.08626574887946423,-2.124325252079135,0.03364295557225922,0.17596871008296977,False,not_passing
ENSG00000072134,EPN2,2313.6681393808426,-0.184732320841604,0.08693582225782058,-2.1249275159985714,0.03359266157062427,0.17596871008296977,False,not_passing
ENSG00000088256,GNA11,2356.9298042651194,0.17239507877837532,0.08114399229940773,2.124557516744633,0.03362355193417969,0.17596871008296977,False,not_passing
