analysis_set,query_gene_count,gene_set,term,pathway,reactome_id,overlap,p_value,adjusted_p_value,odds_ratio,combined_score,overlap_genes,significant
all_passing,282,Reactome_2022.gmt,Arachidonic Acid Metabolism R-HSA-2142753,Arachidonic Acid Metabolism,R-HSA-2142753,3/59,0.21128412854353548,0.8595708371155497,2.2499248025076386,3.497623910382773,CYP1A1;CYP1B1;FA2H,False
all_passing,282,Reactome_2022.gmt,SCF(Skp2)-mediated Degradation Of P27/P21 R-HSA-187577,SCF(Skp2)-mediated Degradation Of P27/P21,R-HSA-187577,3/59,0.21128412854353548,0.8595708371155497,2.2499248025076386,3.497623910382773,CCNE1;CCNE2;CDKN1A,False
all_passing,282,Reactome_2022.gmt,GPVI-mediated Activation Cascade R-HSA-114604,GPVI-mediated Activation Cascade,R-HSA-114604,2/32,0.21222077423038233,0.8595708371155497,2.9740510213027087,4.610160232339692,PIK3R3;SYK,False
all_passing,282,Reactome_2022.gmt,Nuclear Signaling By ERBB4 R-HSA-1251985,Nuclear Signaling By ERBB4,R-HSA-1251985,2/32,0.21222077423038233,0.8595708371155497,2.9740510213027087,4.610160232339692,BTC;WWOX,False
all_passing,282,Reactome_2022.gmt,PERK Regulates Gene Expression R-HSA-381042,PERK Regulates Gene Expression,R-HSA-381042,2/32,0.21222077423038233,0.8595708371155497,2.9740510213027087,4.610160232339692,DDIT3;EXOSC4,False
all_passing,282,Reactome_2022.gmt,Disease R-HSA-1643685,Disease,R-HSA-1643685,52/1736,0.21454504184126122,0.8595708371155497,1.1524851121202697,1.7739460869808406,ABCA12;ABCC2;ADAMTS7;ADORA2B;B3GALT6;BRMS1L;BTC;CCNE1;CCNE2;CDC25A;CDKN1A;CDKN1C;CEBPD;CSF2RA;CYFIP2;CYP1B1;DOLK;FDXR;FGF9;FXYD3;GBE1;GSDME;GYS1;IDUA;ISCU;KSR2;MUC19;NAPEPLD;NCKIPSD;NOD2;NRP1;OPLAH;PARP16;PIK3R3;PLK2;RPS27L;SAP30;SDC1;SLC1A1;SLC20A2;SLC27A4;SLC29A3;SLC33A1;SMAD3;SYK;TAF9B;TGFA;THBS1;VIPR1;VPS18;XRCC2;ZNF160,False
all_passing,282,Reactome_2022.gmt,Signaling By TGFB Family Members R-HSA-9006936,Signaling By TGFB Family Members,R-HSA-9006936,5/119,0.2164525877896771,0.8595708371155497,1.74717337424761,2.6738457396218047,CDKN2B;ITGB8;PPP1R15A;SMAD3;SMAD7,False
all_passing,282,Reactome_2022.gmt,ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183,ATF6 (ATF6-alpha) Activates Chaperone Genes,R-HSA-381183,1/9,0.21758879749941473,0.8595708371155497,6.394002716539546,9.75180203703625,DDIT3,False
all_passing,282,Reactome_2022.gmt,Atorvastatin ADME R-HSA-9754706,Atorvastatin ADME,R-HSA-9754706,1/9,0.21758879749941473,0.8595708371155497,6.394002716539546,9.75180203703625,ABCC2,False
all_passing,282,Reactome_2022.gmt,CD163 Mediating An Anti-Inflammatory Response R-HSA-9662834,CD163 Mediating An Anti-Inflammatory Response,R-HSA-9662834,1/9,0.21758879749941473,0.8595708371155497,6.394002716539546,9.75180203703625,PLK2,False
all_passing,282,Reactome_2022.gmt,Chylomicron Assembly R-HSA-8963888,Chylomicron Assembly,R-HSA-8963888,1/9,0.21758879749941473,0.8595708371155497,6.394002716539546,9.75180203703625,TRNP1,False
all_passing,282,Reactome_2022.gmt,Diseases Associated With Surfactant Metabolism R-HSA-5687613,Diseases Associated With Surfactant Metabolism,R-HSA-5687613,1/9,0.21758879749941473,0.8595708371155497,6.394002716539546,9.75180203703625,CSF2RA,False
all_passing,282,Reactome_2022.gmt,Lipophagy R-HSA-9613354,Lipophagy,R-HSA-9613354,1/9,0.21758879749941473,0.8595708371155497,6.394002716539546,9.75180203703625,PRKAA2,False
all_passing,282,Reactome_2022.gmt,OAS Antiviral Response R-HSA-8983711,OAS Antiviral Response,R-HSA-8983711,1/9,0.21758879749941473,0.8595708371155497,6.394002716539546,9.75180203703625,PDE12,False
all_passing,282,Reactome_2022.gmt,Transport Of Gamma-Carboxylated Protein Precursors From Endoplasmic Reticulum To Golgi Apparatus R-HSA-159763,Transport Of Gamma-Carboxylated Protein Precursors From Endoplasmic Reticulum To Golgi Apparatus,R-HSA-159763,1/9,0.21758879749941473,0.8595708371155497,6.394002716539546,9.75180203703625,GAS6,False
all_passing,282,Reactome_2022.gmt,Type I Hemidesmosome Assembly R-HSA-446107,Type I Hemidesmosome Assembly,R-HSA-446107,1/9,0.21758879749941473,0.8595708371155497,6.394002716539546,9.75180203703625,COL17A1,False
all_passing,282,Reactome_2022.gmt,FCGR3A-mediated Phagocytosis R-HSA-9664422,FCGR3A-mediated Phagocytosis,R-HSA-9664422,3/60,0.2183294841166208,0.8595708371155497,2.2105778953099477,3.3639468285631113,CYFIP2;NCKIPSD;SYK,False
all_passing,282,Reactome_2022.gmt,rRNA Modification In Nucleus And Cytosol R-HSA-6790901,rRNA Modification In Nucleus And Cytosol,R-HSA-6790901,3/60,0.2183294841166208,0.8595708371155497,2.2105778953099477,3.3639468285631113,NOL6;PNO1;RRP36,False
all_passing,282,Reactome_2022.gmt,Amino Acid Transport Across Plasma Membrane R-HSA-352230,Amino Acid Transport Across Plasma Membrane,R-HSA-352230,2/33,0.222170281961796,0.8595708371155497,2.879353761706703,4.331443983697061,SLC36A1;SLC7A6,False
all_passing,282,Reactome_2022.gmt,Oncogene Induced Senescence R-HSA-2559585,Oncogene Induced Senescence,R-HSA-2559585,2/33,0.222170281961796,0.8595708371155497,2.879353761706703,4.331443983697061,CDKN2B;ETS1,False
all_passing,282,Reactome_2022.gmt,Resolution Of D-loop Structures Thru Holliday Junction Intermediates R-HSA-5693568,Resolution Of D-loop Structures Thru Holliday Junction Intermediates,R-HSA-5693568,2/33,0.222170281961796,0.8595708371155497,2.879353761706703,4.331443983697061,EME2;XRCC2,False
all_passing,282,Reactome_2022.gmt,Ca2+ Pathway R-HSA-4086398,Ca2+ Pathway,R-HSA-4086398,3/61,0.2254228040434972,0.8595708371155497,2.1725761815207254,3.236655136272154,NLK;TCF7;TCF7L1,False
all_passing,282,Reactome_2022.gmt,DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,R-HSA-2559586,3/61,0.2254228040434972,0.8595708371155497,2.1725761815207254,3.236655136272154,CCNE1;CCNE2;CDKN1A,False
all_passing,282,Reactome_2022.gmt,Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,Nuclear Events (Kinase And Transcription Factor Activation),R-HSA-198725,3/61,0.2254228040434972,0.8595708371155497,2.1725761815207254,3.236655136272154,ARC;F3;FOS,False
all_passing,282,Reactome_2022.gmt,Post NMDA Receptor Activation Events R-HSA-438064,Post NMDA Receptor Activation Events,R-HSA-438064,3/61,0.2254228040434972,0.8595708371155497,2.1725761815207254,3.236655136272154,GRIN2C;MPP2;PRKAA2,False
all_passing,282,Reactome_2022.gmt,Resolution Of D-Loop Structures R-HSA-5693537,Resolution Of D-Loop Structures,R-HSA-5693537,2/34,0.23215594896002226,0.8595708371155497,2.7904840257781434,4.075072015848528,EME2;XRCC2,False
all_passing,282,Reactome_2022.gmt,Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482,Regulation Of Actin Dynamics For Phagocytic Cup Formation,R-HSA-2029482,3/62,0.2325603612399144,0.8595708371155497,2.135851836262233,3.115365170228998,CYFIP2;NCKIPSD;SYK,False
all_passing,282,Reactome_2022.gmt,Activation Of AMPK Downstream Of NMDARs R-HSA-9619483,Activation Of AMPK Downstream Of NMDARs,R-HSA-9619483,1/10,0.2386422287117396,0.8595708371155497,5.720388894082453,8.196114857175516,PRKAA2,False
all_passing,282,Reactome_2022.gmt,Activation Of AP-1 Family Of Transcription Factors R-HSA-450341,Activation Of AP-1 Family Of Transcription Factors,R-HSA-450341,1/10,0.2386422287117396,0.8595708371155497,5.720388894082453,8.196114857175516,FOS,False
all_passing,282,Reactome_2022.gmt,Activation Of PPARGC1A (PGC-1alpha) By Phosphorylation R-HSA-2151209,Activation Of PPARGC1A (PGC-1alpha) By Phosphorylation,R-HSA-2151209,1/10,0.2386422287117396,0.8595708371155497,5.720388894082453,8.196114857175516,PRKAA2,False
all_passing,282,Reactome_2022.gmt,Gamma-carboxylation Of Protein Precursors R-HSA-159740,Gamma-carboxylation Of Protein Precursors,R-HSA-159740,1/10,0.2386422287117396,0.8595708371155497,5.720388894082453,8.196114857175516,GAS6,False
all_passing,282,Reactome_2022.gmt,HDL Remodeling R-HSA-8964058,HDL Remodeling,R-HSA-8964058,1/10,0.2386422287117396,0.8595708371155497,5.720388894082453,8.196114857175516,LCAT,False
all_passing,282,Reactome_2022.gmt,PI3K Events In ERBB4 Signaling R-HSA-1250342,PI3K Events In ERBB4 Signaling,R-HSA-1250342,1/10,0.2386422287117396,0.8595708371155497,5.720388894082453,8.196114857175516,BTC,False
all_passing,282,Reactome_2022.gmt,Purine Ribonucleoside Monophosphate Biosynthesis R-HSA-73817,Purine Ribonucleoside Monophosphate Biosynthesis,R-HSA-73817,1/10,0.2386422287117396,0.8595708371155497,5.720388894082453,8.196114857175516,ADSS1,False
all_passing,282,Reactome_2022.gmt,RHOBTB3 ATPase Cycle R-HSA-9706019,RHOBTB3 ATPase Cycle,R-HSA-9706019,1/10,0.2386422287117396,0.8595708371155497,5.720388894082453,8.196114857175516,CCNE1,False
all_passing,282,Reactome_2022.gmt,Reactions Specific To Complex N-glycan Synthesis Pathway R-HSA-975578,Reactions Specific To Complex N-glycan Synthesis Pathway,R-HSA-975578,1/10,0.2386422287117396,0.8595708371155497,5.720388894082453,8.196114857175516,FUCA1,False
all_passing,282,Reactome_2022.gmt,Removal Of Aminoterminal Propeptides From Gamma-Carboxylated Proteins R-HSA-159782,Removal Of Aminoterminal Propeptides From Gamma-Carboxylated Proteins,R-HSA-159782,1/10,0.2386422287117396,0.8595708371155497,5.720388894082453,8.196114857175516,GAS6,False
all_passing,282,Reactome_2022.gmt,STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518,STAT5 Activation Downstream Of FLT3 ITD Mutants,R-HSA-9702518,1/10,0.2386422287117396,0.8595708371155497,5.720388894082453,8.196114857175516,CDKN1A,False
all_passing,282,Reactome_2022.gmt,Urea Cycle R-HSA-70635,Urea Cycle,R-HSA-70635,1/10,0.2386422287117396,0.8595708371155497,5.720388894082453,8.196114857175516,TINAGL1,False
all_passing,282,Reactome_2022.gmt,Nucleotide Catabolism R-HSA-8956319,Nucleotide Catabolism,R-HSA-8956319,2/35,0.24216867738642844,0.8595708371155497,2.706919945725916,3.838739429251824,GDA;UPP1,False
all_passing,282,Reactome_2022.gmt,RHOBTB GTPase Cycle R-HSA-9706574,RHOBTB GTPase Cycle,R-HSA-9706574,2/35,0.24216867738642844,0.8595708371155497,2.706919945725916,3.838739429251824,RBM15;RHOBTB2,False
all_passing,282,Reactome_2022.gmt,Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176,Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha,R-HSA-1234176,3/64,0.24695357848563468,0.8595708371155497,2.0659860086972963,2.8893948586276266,AJUBA;EGLN1;WTIP,False
all_passing,282,Reactome_2022.gmt,Platelet Aggregation (Plug Formation) R-HSA-76009,Platelet Aggregation (Plug Formation),R-HSA-76009,2/36,0.25219982917003747,0.8595708371155497,2.62820016016947,3.620433851571733,RAPGEF4;SYK,False
all_passing,282,Reactome_2022.gmt,RHO GTPases Activate WASPs And WAVEs R-HSA-5663213,RHO GTPases Activate WASPs And WAVEs,R-HSA-5663213,2/36,0.25219982917003747,0.8595708371155497,2.62820016016947,3.620433851571733,CYFIP2;NCKIPSD,False
all_passing,282,Reactome_2022.gmt,Transcriptional Regulation By RUNX3 R-HSA-8878159,Transcriptional Regulation By RUNX3,R-HSA-8878159,4/95,0.2522410348319369,0.8595708371155497,1.786473202460488,2.460634882825713,CDKN1A;SMAD3;TCF7;TCF7L1,False
all_passing,282,Reactome_2022.gmt,p53-Dependent G1 DNA Damage Response R-HSA-69563,p53-Dependent G1 DNA Damage Response,R-HSA-69563,3/65,0.25420209042570513,0.8595708371155497,2.0327298747763862,2.784079070970688,CCNE1;CCNE2;CDKN1A,False
all_passing,282,Reactome_2022.gmt,ATF6 (ATF6-alpha) Activates Chaperones R-HSA-381033,ATF6 (ATF6-alpha) Activates Chaperones,R-HSA-381033,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,DDIT3,False
all_passing,282,Reactome_2022.gmt,Beta-oxidation Of Very Long Chain Fatty Acids R-HSA-390247,Beta-oxidation Of Very Long Chain Fatty Acids,R-HSA-390247,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,DECR2,False
all_passing,282,Reactome_2022.gmt,CASP8 Activity Is Inhibited R-HSA-5218900,CASP8 Activity Is Inhibited,R-HSA-5218900,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,FASN,False
all_passing,282,Reactome_2022.gmt,Carnitine Metabolism R-HSA-200425,Carnitine Metabolism,R-HSA-200425,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,PRKAA2,False
all_passing,282,Reactome_2022.gmt,Dimerization Of Procaspase-8 R-HSA-69416,Dimerization Of Procaspase-8,R-HSA-69416,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,FASN,False
all_passing,282,Reactome_2022.gmt,Erythrocytes Take Up Carbon Dioxide And Release Oxygen R-HSA-1237044,Erythrocytes Take Up Carbon Dioxide And Release Oxygen,R-HSA-1237044,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,CA2,False
all_passing,282,Reactome_2022.gmt,"Gamma-carboxylation, Transport, And Amino-Terminal Cleavage Of Proteins R-HSA-159854","Gamma-carboxylation, Transport, And Amino-Terminal Cleavage Of Proteins",R-HSA-159854,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,GAS6,False
all_passing,282,Reactome_2022.gmt,Metallothioneins Bind Metals R-HSA-5661231,Metallothioneins Bind Metals,R-HSA-5661231,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,MT1E,False
all_passing,282,Reactome_2022.gmt,Mucopolysaccharidoses R-HSA-2206281,Mucopolysaccharidoses,R-HSA-2206281,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,IDUA,False
all_passing,282,Reactome_2022.gmt,SARS-CoV-2 Modulates Autophagy R-HSA-9754560,SARS-CoV-2 Modulates Autophagy,R-HSA-9754560,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,VPS18,False
all_passing,282,Reactome_2022.gmt,Signaling By Activated Point Mutants Of FGFR1 R-HSA-1839122,Signaling By Activated Point Mutants Of FGFR1,R-HSA-1839122,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,FGF9,False
all_passing,282,Reactome_2022.gmt,Transport Of Organic Anions R-HSA-879518,Transport Of Organic Anions,R-HSA-879518,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,SLCO4A1,False
all_passing,282,Reactome_2022.gmt,Unwinding Of DNA R-HSA-176974,Unwinding Of DNA,R-HSA-176974,1/11,0.25913110088497077,0.8595708371155497,5.1750824663790915,6.988540889730439,GINS3,False
all_passing,282,Reactome_2022.gmt,Defective B3GALTL Causes PpS R-HSA-5083635,Defective B3GALTL Causes PpS,R-HSA-5083635,2/37,0.26224120800976264,0.8595708371155497,2.5539152921091612,3.418391503124173,ADAMTS7;THBS1,False
all_passing,282,Reactome_2022.gmt,Fatty acyl-CoA Biosynthesis R-HSA-75105,Fatty acyl-CoA Biosynthesis,R-HSA-75105,2/37,0.26224120800976264,0.8595708371155497,2.5539152921091612,3.418391503124173,FASN;SCD,False
all_passing,282,Reactome_2022.gmt,Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877,Formation Of Fibrin Clot (Clotting Cascade),R-HSA-140877,2/37,0.26224120800976264,0.8595708371155497,2.5539152921091612,3.418391503124173,F3;ZNF160,False
all_passing,282,Reactome_2022.gmt,Potential Therapeutics For SARS R-HSA-9679191,Potential Therapeutics For SARS,R-HSA-9679191,4/97,0.2640941049215771,0.8595708371155497,1.7479142464885415,2.3272600412456192,BRMS1L;FXYD3;SAP30;SYK,False
all_passing,282,Reactome_2022.gmt,Transport Of Small Molecules R-HSA-382551,Transport Of Small Molecules,R-HSA-382551,22/706,0.2651153122478885,0.8595708371155497,1.2017051548617663,1.5953722357379247,ABCA12;ABCC2;ANGPTL4;AQP3;ATP8B3;CA2;FXYD3;LCAT;SLC15A2;SLC1A1;SLC20A2;SLC27A4;SLC29A3;SLC2A3;SLC2A6;SLC33A1;SLC36A1;SLC44A5;SLC7A6;SLCO4A1;TRNP1;TSC22D3,False
all_passing,282,Reactome_2022.gmt,S Phase R-HSA-69242,S Phase,R-HSA-69242,6/161,0.2656238974336534,0.8595708371155497,1.5197141577946658,2.014645379479809,CCNE1;CCNE2;CDC25A;CDKN1A;GINS3;PCNA,False
all_passing,282,Reactome_2022.gmt,G1/S Transition R-HSA-69206,G1/S Transition,R-HSA-69206,5/129,0.2665204243363649,0.8595708371155497,1.6052462100654872,2.122624125291708,CCNE1;CCNE2;CDC25A;CDKN1A;PCNA,False
all_passing,282,Reactome_2022.gmt,HDR Thru Homologous Recombination (HRR) R-HSA-5685942,HDR Thru Homologous Recombination (HRR),R-HSA-5685942,3/67,0.2687855398978066,0.8595708371155497,1.9693112007876745,2.5873627166348245,EME2;PCNA;XRCC2,False
all_passing,282,Reactome_2022.gmt,Association Of TriC/CCT With Target Proteins During Biosynthesis R-HSA-390471,Association Of TriC/CCT With Target Proteins During Biosynthesis,R-HSA-390471,2/38,0.2722850420065368,0.8595708371155497,2.483700827778185,3.2310608442307,CCNE1;CCNE2,False
all_passing,282,Reactome_2022.gmt,O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214,O-glycosylation Of TSR Domain-Containing Proteins,R-HSA-5173214,2/38,0.2722850420065368,0.8595708371155497,2.483700827778185,3.2310608442307,ADAMTS7;THBS1,False
all_passing,282,Reactome_2022.gmt,L1CAM Interactions R-HSA-373760,L1CAM Interactions,R-HSA-373760,4/99,0.27604959608902024,0.8595708371155497,1.7109703253217028,2.202317772408872,ANK1;CNTNAP1;ITGA2;NRP1,False
all_passing,282,Reactome_2022.gmt,Activation Of TFAP2 (AP-2) Family Of Transcription Factors R-HSA-8866907,Activation Of TFAP2 (AP-2) Family Of Transcription Factors,R-HSA-8866907,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,WWOX,False
all_passing,282,Reactome_2022.gmt,Caspase-mediated Cleavage Of Cytoskeletal Proteins R-HSA-264870,Caspase-mediated Cleavage Of Cytoskeletal Proteins,R-HSA-264870,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,DBNL,False
all_passing,282,Reactome_2022.gmt,FGFR1c Ligand Binding And Activation R-HSA-190373,FGFR1c Ligand Binding And Activation,R-HSA-190373,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,FGF9,False
all_passing,282,Reactome_2022.gmt,FGFR3 Mutant Receptor Activation R-HSA-2033514,FGFR3 Mutant Receptor Activation,R-HSA-2033514,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,FGF9,False
all_passing,282,Reactome_2022.gmt,Glutathione Synthesis And Recycling R-HSA-174403,Glutathione Synthesis And Recycling,R-HSA-174403,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,OPLAH,False
all_passing,282,Reactome_2022.gmt,Interleukin-2 Signaling R-HSA-9020558,Interleukin-2 Signaling,R-HSA-9020558,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,SYK,False
all_passing,282,Reactome_2022.gmt,Maturation Of Nucleoprotein R-HSA-9683610,Maturation Of Nucleoprotein,R-HSA-9683610,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,PARP16,False
all_passing,282,Reactome_2022.gmt,PECAM1 Interactions R-HSA-210990,PECAM1 Interactions,R-HSA-210990,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,INPP5D,False
all_passing,282,Reactome_2022.gmt,Passive Transport By Aquaporins R-HSA-432047,Passive Transport By Aquaporins,R-HSA-432047,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,AQP3,False
all_passing,282,Reactome_2022.gmt,Platelet Adhesion To Exposed Collagen R-HSA-75892,Platelet Adhesion To Exposed Collagen,R-HSA-75892,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,ITGA2,False
all_passing,282,Reactome_2022.gmt,Pregnenolone Biosynthesis R-HSA-196108,Pregnenolone Biosynthesis,R-HSA-196108,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,FDXR,False
all_passing,282,Reactome_2022.gmt,Pyrimidine Catabolism R-HSA-73621,Pyrimidine Catabolism,R-HSA-73621,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,UPP1,False
all_passing,282,Reactome_2022.gmt,Transport Of Nucleosides And Free Purine And Pyrimidine Bases Across Plasma Membrane R-HSA-83936,Transport Of Nucleosides And Free Purine And Pyrimidine Bases Across Plasma Membrane,R-HSA-83936,1/12,0.2790705005366635,0.8595708371155497,4.72461193914588,6.029978935695618,SLC29A3,False
all_passing,282,Reactome_2022.gmt,Circadian Clock R-HSA-400253,Circadian Clock,R-HSA-400253,3/69,0.28346183957698223,0.8595708371155497,1.9097071838809905,2.407525393051666,NFIL3;NR1D1;PER1,False
all_passing,282,Reactome_2022.gmt,Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995,Diseases Associated With O-glycosylation Of Proteins,R-HSA-3906995,3/69,0.28346183957698223,0.8595708371155497,1.9097071838809905,2.407525393051666,ADAMTS7;MUC19;THBS1,False
all_passing,282,Reactome_2022.gmt,Cellular Senescence R-HSA-2559583,Cellular Senescence,R-HSA-2559583,6/165,0.28405729393038953,0.8595708371155497,1.481012658227848,1.863971907230327,CCNE1;CCNE2;CDKN1A;CDKN2B;ETS1;FOS,False
all_passing,282,Reactome_2022.gmt,Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782,Diseases Associated With Glycosaminoglycan Metabolism,R-HSA-3560782,2/40,0.2923510099224193,0.8595708371155497,2.3542144130379423,2.895213143808461,B3GALT6;SDC1,False
all_passing,282,Reactome_2022.gmt,RET Signaling R-HSA-8853659,RET Signaling,R-HSA-8853659,2/40,0.2923510099224193,0.8595708371155497,2.3542144130379423,2.895213143808461,PIK3R3;RAP1GAP,False
all_passing,282,Reactome_2022.gmt,Cell Surface Interactions At Vascular Wall R-HSA-202733,Cell Surface Interactions At Vascular Wall,R-HSA-202733,5/134,0.2924766809196461,0.8595708371155497,1.5425023479077533,1.8963066341087553,ANGPT2;GAS6;INPP5D;SDC1;SLC7A6,False
all_passing,282,Reactome_2022.gmt,"Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824","Plasma Lipoprotein Assembly, Remodeling, And Clearance",R-HSA-174824,3/71,0.29820510972132735,0.8595708371155497,1.8535836935090033,2.2427875969715587,ANGPTL4;LCAT;TRNP1,False
all_passing,282,Reactome_2022.gmt,Alpha-Linolenic (Omega3) And Linoleic (Omega6) Acid Metabolism R-HSA-2046104,Alpha-Linolenic (Omega3) And Linoleic (Omega6) Acid Metabolism,R-HSA-2046104,1/13,0.29847511243402547,0.8595708371155497,4.346216696269982,5.254874679775401,FADS2,False
all_passing,282,Reactome_2022.gmt,"Defective EXT1 Causes Exostoses 1, TRPS2 And CHDS R-HSA-3656253","Defective EXT1 Causes Exostoses 1, TRPS2 And CHDS",R-HSA-3656253,1/13,0.29847511243402547,0.8595708371155497,4.346216696269982,5.254874679775401,SDC1,False
all_passing,282,Reactome_2022.gmt,Diseases Associated With Visual Transduction R-HSA-2474795,Diseases Associated With Visual Transduction,R-HSA-2474795,1/13,0.29847511243402547,0.8595708371155497,4.346216696269982,5.254874679775401,NAPEPLD,False
all_passing,282,Reactome_2022.gmt,ERBB2 Activates PTK6 Signaling R-HSA-8847993,ERBB2 Activates PTK6 Signaling,R-HSA-8847993,1/13,0.29847511243402547,0.8595708371155497,4.346216696269982,5.254874679775401,BTC,False
all_passing,282,Reactome_2022.gmt,FCGR Activation R-HSA-2029481,FCGR Activation,R-HSA-2029481,1/13,0.29847511243402547,0.8595708371155497,4.346216696269982,5.254874679775401,SYK,False
all_passing,282,Reactome_2022.gmt,FGFR2c Ligand Binding And Activation R-HSA-190375,FGFR2c Ligand Binding And Activation,R-HSA-190375,1/13,0.29847511243402547,0.8595708371155497,4.346216696269982,5.254874679775401,FGF9,False
all_passing,282,Reactome_2022.gmt,FGFR3 Ligand Binding And Activation R-HSA-190239,FGFR3 Ligand Binding And Activation,R-HSA-190239,1/13,0.29847511243402547,0.8595708371155497,4.346216696269982,5.254874679775401,FGF9,False
all_passing,282,Reactome_2022.gmt,Nucleotide Biosynthesis R-HSA-8956320,Nucleotide Biosynthesis,R-HSA-8956320,1/13,0.29847511243402547,0.8595708371155497,4.346216696269982,5.254874679775401,ADSS1,False
all_passing,282,Reactome_2022.gmt,Phospholipase C-mediated Cascade; FGFR3 R-HSA-5654227,Phospholipase C-mediated Cascade; FGFR3,R-HSA-5654227,1/13,0.29847511243402547,0.8595708371155497,4.346216696269982,5.254874679775401,FGF9,False
all_passing,282,Reactome_2022.gmt,SHC1 Events In ERBB4 Signaling R-HSA-1250347,SHC1 Events In ERBB4 Signaling,R-HSA-1250347,1/13,0.29847511243402547,0.8595708371155497,4.346216696269982,5.254874679775401,BTC,False
all_passing,282,Reactome_2022.gmt,TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors R-HSA-8866910,TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors,R-HSA-8866910,1/13,0.29847511243402547,0.8595708371155497,4.346216696269982,5.254874679775401,TGFA,False
all_passing,282,Reactome_2022.gmt,Transcriptional Regulation Of Testis Differentiation R-HSA-9690406,Transcriptional Regulation Of Testis Differentiation,R-HSA-9690406,1/13,0.29847511243402547,0.8595708371155497,4.346216696269982,5.254874679775401,FGF9,False
all_passing,282,Reactome_2022.gmt,Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,Carboxyterminal Post-Translational Modifications Of Tubulin,R-HSA-8955332,2/41,0.3023595741523393,0.8595708371155497,2.2943884112908686,2.744405915705042,TPGS1;TTL,False
all_passing,282,Reactome_2022.gmt,Dual Incision In GG-NER R-HSA-5696400,Dual Incision In GG-NER,R-HSA-5696400,2/41,0.3023595741523393,0.8595708371155497,2.2943884112908686,2.744405915705042,DDB2;PCNA,False
all_passing,282,Reactome_2022.gmt,MTOR Signaling R-HSA-165159,MTOR Signaling,R-HSA-165159,2/41,0.3023595741523393,0.8595708371155497,2.2943884112908686,2.744405915705042,CAB39;PRKAA2,False
all_passing,282,Reactome_2022.gmt,Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168,Activation Of Gene Expression By SREBF (SREBP),R-HSA-2426168,2/42,0.3123434235127021,0.8595708371155497,2.23751678000044,2.6036908316213982,FASN;SCD,False
all_passing,282,Reactome_2022.gmt,Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402,Deactivation Of Beta-Catenin Transactivating Complex,R-HSA-3769402,2/42,0.3123434235127021,0.8595708371155497,2.23751678000044,2.6036908316213982,TCF7;TCF7L1,False
